epoch,step,train_elbo_loss,train_kld_laplace,train_kld_normal,train_recon_loss,val_best_mcc,val_elbo_loss,val_kld_laplace,val_kld_normal,val_mcc,val_recon_loss
0,14,,,,,0.442860871553421,0.42390912771224976,4.296280384063721,4.25465202331543,0.3738045394420624,0.36818239092826843
0,29,,,,,0.5269259214401245,0.25515496730804443,3.5493102073669434,11.949361801147461,0.48332157731056213,0.18381378054618835
0,44,,,,,0.6176623702049255,0.17907434701919556,3.9868693351745605,14.0872802734375,0.4539594352245331,0.09694382548332214
0,49,0.14580044150352478,3.7297565937042236,10.828221321105957,0.07601821422576904,,,,,,
0,59,,,,,0.6259603500366211,0.13978919386863708,4.150986671447754,12.711087226867676,0.47107136249542236,0.06014605611562729
0,74,,,,,0.6286733746528625,0.12229372560977936,4.077967643737793,12.00786018371582,0.5290858149528503,0.04549047350883484
0,89,,,,,0.6354147791862488,0.11411861330270767,3.9148683547973633,11.876968383789062,0.5252275466918945,0.03933902457356453
0,99,0.11723253130912781,3.859307289123535,13.775491714477539,0.037312980741262436,,,,,,
0,104,,,,,0.6396257877349854,0.10285916924476624,3.5513665676116943,11.431197166442871,0.5234371423721313,0.033051908016204834
0,119,,,,,0.6483511924743652,0.09929567575454712,3.266165018081665,11.443560600280762,0.5292210578918457,0.0323033407330513
0,134,,,,,0.6550944447517395,0.09323292970657349,2.8756508827209473,11.043031692504883,0.5362834334373474,0.03134733811020851
0,149,0.08764882385730743,2.6084680557250977,12.786235809326172,0.023205438628792763,,,,,,
0,149,,,,,0.6700320243835449,0.08684853464365005,2.6635611057281494,11.779701232910156,0.5367136001586914,0.024873821064829826
1,167,,,,,0.6720079779624939,0.08482404053211212,2.4864633083343506,11.61296272277832,0.5404559969902039,0.02512051910161972
1,182,,,,,0.6779358386993408,0.08373107016086578,2.2852375507354736,11.702401161193848,0.5428098440170288,0.025771483778953552
1,197,,,,,0.6779358386993408,0.08302010595798492,2.3026418685913086,11.800091743469238,0.524135172367096,0.02459341287612915
1,199,0.1159597784280777,3.4100098609924316,15.662983894348145,0.03487072139978409,,,,,,
1,212,,,,,0.679589569568634,0.07990412414073944,2.168191909790039,12.162338256835938,0.5527111887931824,0.021735191345214844
1,227,,,,,0.6845507621765137,0.07970429211854935,2.103792190551758,12.164226531982422,0.5395773649215698,0.0221736878156662
1,242,,,,,0.6845507621765137,0.07781197130680084,1.982927680015564,12.401715278625488,0.5374813079833984,0.020777549594640732
1,249,0.10189999639987946,2.3145697116851807,18.960098266601562,0.02187400311231613,,,,,,
1,257,,,,,0.6845507621765137,0.07535281032323837,1.952547311782837,12.519559860229492,0.5526676177978516,0.018268659710884094
1,272,,,,,0.6845507621765137,0.07495829463005066,1.8870673179626465,12.320825576782227,0.5418220162391663,0.019125141203403473
1,287,,,,,0.6845507621765137,0.07548964768648148,1.8543694019317627,12.218017578125,0.5491026639938354,0.020291898399591446
1,299,0.08087180554866791,1.9512836933135986,13.688535690307617,0.020293358713388443,,,,,,
