epoch,step,train_elbo_loss,train_kld_laplace,train_kld_normal,train_recon_loss,val_best_mcc,val_elbo_loss,val_kld_laplace,val_kld_normal,val_mcc,val_recon_loss
0,14,,,,,0.6994300484657288,0.6227176189422607,8.491097450256348,18.264402389526367,0.6994300484657288,0.483013391494751
0,29,,,,,0.743341326713562,0.36445873975753784,8.366275787353516,31.44024085998535,0.743341326713562,0.18647527694702148
0,44,,,,,0.743341326713562,0.28688642382621765,7.276866436004639,23.123716354370117,0.7290030121803284,0.1447466015815735
0,49,0.2765819728374481,6.724015712738037,21.06694793701172,0.14614097774028778,,,,,,
0,59,,,,,0.743341326713562,0.26173073053359985,6.4797563552856445,18.995784759521484,0.7332791686058044,0.13994580507278442
0,74,,,,,0.761321485042572,0.2348710298538208,6.105673313140869,18.79741668701172,0.761321485042572,0.11742204427719116
0,89,,,,,0.7936615943908691,0.21216629445552826,5.866150856018066,18.486217498779297,0.7936615943908691,0.09804613888263702
0,99,0.2169250249862671,5.761077404022217,17.695152282714844,0.1062287837266922,,,,,,
0,104,,,,,0.809933066368103,0.20646555721759796,5.623255729675293,18.99957275390625,0.809933066368103,0.09323428571224213
0,119,,,,,0.8332279324531555,0.1860029399394989,5.3624186515808105,18.209096908569336,0.8332279324531555,0.07775146514177322
0,134,,,,,0.8456944227218628,0.16537928581237793,4.993659973144531,19.180051803588867,0.8456944227218628,0.057902537286281586
0,149,0.149749293923378,4.567140102386475,17.111289978027344,0.05274401977658272,,,,,,
0,149,,,,,0.8647577166557312,0.15430614352226257,4.949676036834717,18.669023513793945,0.8647577166557312,0.048802319914102554
1,170,,,,,0.8873562812805176,0.14382177591323853,4.1092000007629395,17.864471435546875,0.8873562812805176,0.04913634806871414
1,185,,,,,0.898709774017334,0.13459569215774536,3.737004518508911,18.144371032714844,0.898709774017334,0.042792536318302155
1,199,0.12886160612106323,3.754605770111084,17.442752838134766,0.03898729383945465,,,,,,
1,200,,,,,0.9093156456947327,0.12576419115066528,3.6200950145721436,17.695234298706055,0.9093156456947327,0.036477528512477875
1,215,,,,,0.9187483787536621,0.12467456609010696,3.295259952545166,17.493022918701172,0.9187483787536621,0.03924290090799332
1,230,,,,,0.9210591316223145,0.1206914484500885,3.2825818061828613,18.03525733947754,0.9210591316223145,0.033759862184524536
1,245,,,,,0.9210591316223145,0.11834613233804703,3.173006534576416,17.870153427124023,0.9191769361495972,0.03300561010837555
1,249,0.11271008849143982,3.0540664196014404,16.581787109375,0.03242406249046326,,,,,,
1,260,,,,,0.9210591316223145,0.12132598459720612,3.1614885330200195,17.995630264282227,0.9187492728233337,0.0357242077589035
1,275,,,,,0.9243029952049255,0.11312393844127655,3.034884452819824,17.678363800048828,0.9243029952049255,0.029740000143647194
1,290,,,,,0.9243029952049255,0.11341610550880432,2.999420642852783,17.862520217895508,0.9202886819839478,0.029834337532520294
1,299,0.11335505545139313,3.008131742477417,18.071455001831055,0.02905936911702156,,,,,,
1,305,,,,,0.9244068264961243,0.1111530140042305,2.751072406768799,17.758981704711914,0.9244068264961243,0.030365344136953354
2,326,,,,,0.9248818159103394,0.1063191294670105,2.560375690460205,17.480430603027344,0.9248818159103394,0.02827407792210579
2,341,,,,,0.9248818159103394,0.10902362316846848,2.6884665489196777,18.213211059570312,0.9230218529701233,0.02749931812286377
2,349,0.10818783938884735,2.6934728622436523,18.78157615661621,0.024908386170864105,,,,,,
2,356,,,,,0.9270879030227661,0.10717189311981201,2.680060863494873,17.582582473754883,0.9270879030227661,0.027623534202575684
2,371,,,,,0.9270879030227661,0.10454867780208588,2.631570816040039,17.504037857055664,0.92106693983078,0.025720864534378052
2,386,,,,,0.9270879030227661,0.10343245416879654,2.406350612640381,18.037696838378906,0.9248110055923462,0.025255855172872543
2,399,0.10088843107223511,2.456305980682373,17.16527557373047,0.024829544126987457,,,,,,
2,401,,,,,0.9270879030227661,0.10423202067613602,2.487520217895508,17.570079803466797,0.9222967624664307,0.026646584272384644
2,416,,,,,0.9270879030227661,0.1023438423871994,2.3315606117248535,17.737491607666016,0.9162477850914001,0.025815758854150772
2,431,,,,,0.9270879030227661,0.10332237929105759,2.553861618041992,17.835176467895508,0.9240083694458008,0.02427823655307293
2,446,,,,,0.9270879030227661,0.09862012416124344,2.4378576278686523,17.31790542602539,0.9156368374824524,0.022287826985120773
2,449,0.09629562497138977,2.248359203338623,17.30341339111328,0.02190179005265236,,,,,,
2,461,,,,,0.9270879030227661,0.10032540559768677,2.288788318634033,18.07144546508789,0.9103225469589233,0.023223193362355232
3,482,,,,,0.9270879030227661,0.09786475449800491,2.1974496841430664,17.973648071289062,0.9114179015159607,0.021969318389892578
3,497,,,,,0.9270879030227661,0.09986650943756104,2.14370059967041,17.825748443603516,0.9070027470588684,0.024952255189418793
3,499,0.09522450715303421,2.15919828414917,17.262178421020508,0.021845992654561996,,,,,,
3,512,,,,,0.9270879030227661,0.09821341931819916,2.105520248413086,18.135255813598633,0.9083173871040344,0.022752443328499794
3,527,,,,,0.9270879030227661,0.09775929898023605,2.1622443199157715,17.905548095703125,0.9061839580535889,0.022420214489102364
3,542,,,,,0.9270879030227661,0.09743757545948029,2.1958818435668945,17.444181442260742,0.9054505825042725,0.023146208375692368
3,549,0.09645117819309235,2.1061272621154785,17.626482009887695,0.022510461509227753,,,,,,
3,557,,,,,0.9270879030227661,0.09560275077819824,2.007780075073242,17.61626434326172,0.8699814677238464,0.02267615497112274
3,572,,,,,0.9270879030227661,0.09647263586521149,2.200840473175049,17.426902770996094,0.9102267026901245,0.022183526307344437
3,587,,,,,0.9270879030227661,0.09736542403697968,2.107210874557495,17.957664489746094,0.9036899209022522,0.02242032065987587
3,599,0.09860910475254059,2.1236329078674316,19.067787170410156,0.020169412717223167,,,,,,
3,602,,,,,0.9270879030227661,0.09488991647958755,1.8914096355438232,17.572416305541992,0.8987232446670532,0.023258570581674576
3,617,,,,,0.9270879030227661,0.09636136889457703,2.242903470993042,17.382251739501953,0.9019443988800049,0.02178557962179184
4,638,,,,,0.9270879030227661,0.09447016566991806,1.9222652912139893,18.07275390625,0.887291431427002,0.02102924883365631
4,649,0.09628848731517792,2.0859627723693848,18.27410888671875,0.020606528967618942,,,,,,
4,653,,,,,0.9270879030227661,0.09525788575410843,1.9798145294189453,17.89324188232422,0.8909892439842224,0.021780014038085938
4,668,,,,,0.9270879030227661,0.09519454836845398,1.9729701280593872,18.137939453125,0.9080538749694824,0.02105102315545082
4,683,,,,,0.9270879030227661,0.09502546489238739,2.0677340030670166,17.456052780151367,0.8759801983833313,0.02197997085750103
4,698,,,,,0.9270879030227661,0.09463953226804733,1.9848891496658325,17.93231201171875,0.8929906487464905,0.020993702113628387
4,699,0.0955277532339096,2.226274013519287,18.033405303955078,0.0191647969186306,,,,,,
4,713,,,,,0.9270879030227661,0.09760646522045135,2.0308117866516113,18.315204620361328,0.9199228286743164,0.02235272526741028
4,728,,,,,0.9270879030227661,0.09503871202468872,1.8830928802490234,17.545684814453125,0.9057201147079468,0.023570723831653595
4,743,,,,,0.9270879030227661,0.09352131932973862,1.9589506387710571,18.15984535217285,0.893864095211029,0.019452273845672607
4,749,0.09306209534406662,1.8717429637908936,17.59514617919922,0.021559223532676697,,,,,,
4,758,,,,,0.9270879030227661,0.09604146331548691,1.951606035232544,17.261302947998047,0.8808067440986633,0.02474149316549301
4,773,,,,,0.9270879030227661,0.09528389573097229,1.906021237373352,18.008716583251953,0.8788350820541382,0.02219754084944725
5,794,,,,,0.9270879030227661,0.09275030344724655,2.048372268676758,17.36672019958496,0.859982430934906,0.02016642317175865
