epoch,step,val_best_mcc,val_elbo_loss,val_kld_laplace,val_kld_normal,val_mcc,val_recon_loss
0,14,0.5633993148803711,1.5062587261199951,0.11653128266334534,5.904245853424072,0.5332255959510803,1.4623656272888184
